	AS1	AS2	AS3	AS4	BS1	BS2	BS3	BS4	BS5	DM1	DM2	FD1	FD2	FD3	FD4	FD5	FD6	FD7	FD8	FG1	FG2	FG3	FG4	FG5	FG6	RE1	RE2	RE3	RE4	RE5	RE6	RE7	RE8	RF1	RF2	RF3	RF4	LO1	LO2	LO3	LO4	LO5	LO6	LO7	RM1	RM2	RM3	RM4	RM5	MD1	MD2	MD3	MD4	MD5	MD6	MD7	MD8	CP1	CP2	CP3	BF1	BF2	BF3	BF4
211	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
212	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
213	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
214	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
215	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
216	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
217	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
218	1	2	0	2	0	3	0	0	0	3	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	3	0	0	2	3	3	0	0	0	3	0	0	0	0	0	0	3	0	0	3	0	0	NA	NA	NA	NA	NA	NA	NA
220	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	3	1	0	0	3	0
221	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	3	1	0	0	3	0
222	2	3	3	0	0	2	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
223	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
224	2	3	3	0	0	2	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
225	2	3	3	0	0	2	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
226	2	3	3	0	0	2	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
227	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
228	1	3	3	0	0	2	2	1	0	2	3	3	2	0	3	0	0	0	1	2	0	0	3	0	1	0	2	2	1	2	1	1	0	3	0	3	0	0	3	2	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	1	1	0	0	3	0
229	2	3	3	0	0	2	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
230	3	3	0	3	0	3	0	0	0	0	3	0	0	0	0	0	0	3	3	0	0	0	0	0	3	0	1	1	1	1	1	0	0	0	0	0	3	1	1	3	1	0	0	0	1	0	0	3	2	0	0	1	1	0	3	0	0	0	3	2	0	0	3	0
231	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
232	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
233	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
234	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
235	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
236	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
237	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
238	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
239	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
240	3	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
241	3	3	0	3	0	3	0	0	0	0	3	0	0	0	0	0	0	3	3	0	0	0	0	0	3	0	1	1	1	1	1	0	0	0	0	0	3	1	1	3	1	0	0	0	1	0	0	3	2	0	0	1	1	0	3	0	0	0	3	2	0	0	3	0
242	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	3	1	0	0	3	0
243	2	3	3	0	0	2	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
244	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
245	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
246	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
247	2	3	3	0	0	2	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
248	2	3	3	0	0	2	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
249	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
250	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
251	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
252	3	3	0	3	0	3	0	0	0	0	3	0	0	0	0	0	0	3	3	0	0	0	0	0	3	0	1	1	1	1	1	0	0	0	0	0	3	1	1	3	1	0	0	0	1	0	0	3	2	0	0	1	1	0	3	0	0	0	3	2	0	0	3	0
253	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
254	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
255	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
256	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
257	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
258	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
259	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
260	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
261	1	3	3	0	0	2	2	1	0	2	3	3	2	0	3	0	0	0	1	2	0	0	3	0	1	0	2	2	1	2	1	1	0	3	0	3	0	0	3	2	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	1	1	0	0	3	0
262	3	3	3	0	0	3	0	0	0	2	3	3	1	0	3	0	0	0	0	1	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	2	3	0	0	0	3	0
264	2	3	3	0	0	0	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	1	1	1	1	1	1	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
265	3	3	3	0	0	0	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
266	3	3	3	0	0	0	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
267	2	3	3	0	0	2	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
268	3	3	3	0	0	0	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
269	2	3	3	0	0	2	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
270	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
271	0	3	3	0	0	3	0	0	0	1	3	3	3	0	3	0	0	0	0	3	0	0	3	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
272	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
273	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
275	1	3	3	0	0	0	3	0	0	1	3	2	3	0	0	0	0	0	0	2	0	0	3	0	0	0	1	0	0	0	3	0	0	3	0	3	0	0	3	2	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
276	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
277	3	3	3	0	0	3	0	0	0	2	3	3	1	0	3	0	0	0	0	1	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	2	3	0	0	0	3	0
278	3	3	3	0	0	3	0	0	0	2	3	3	1	0	3	0	0	0	0	1	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	2	3	0	0	0	3	0
279	2	3	3	0	0	0	3	0	0	2	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	2	2	0	0	0	0	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
280	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	3	1	0	0	3	0
281	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
282	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
283	2	3	3	0	0	0	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
284	2	3	3	0	0	2	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
285	3	3	0	3	0	0	0	3	0	1	2	3	2	3	2	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	0	0	0	0	0	0	3	1	1	0	3	0	3	0	0	3	3	3	0	0	0	0	0	0	3	0	0	0	0	3	0	0	3	0
286	2	3	3	0	0	0	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
287	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
288	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
289	2	3	3	0	0	3	0	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
290	2	3	3	0	0	0	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
291	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
292	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
293	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
294	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
295	3	3	3	0	0	3	0	0	0	2	3	3	1	0	3	0	0	0	0	1	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	2	3	0	0	0	3	0
296	3	3	0	3	0	0	0	3	0	1	2	3	2	3	2	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	0	0	0	0	0	0	3	1	1	0	3	0	3	0	0	3	3	3	0	0	0	0	0	0	3	0	0	0	0	3	0	0	3	0
297	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	3	1	0	0	3	0
298	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	3	1	0	0	3	0
299	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	3	1	0	0	3	0
300	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	3	1	0	0	3	0
301	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	3	1	0	0	3	0
302	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	3	1	0	0	3	0
303	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	3	1	0	0	3	0
304	2	3	3	0	0	2	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
305	2	3	3	0	0	1	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
306	2	3	3	0	0	1	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
307	3	3	0	3	0	0	0	3	0	1	2	3	2	3	2	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	0	0	0	0	0	0	3	1	1	0	3	0	3	0	0	3	3	3	0	0	0	0	0	0	3	0	0	0	0	3	0	0	3	0
308	2	3	3	0	0	1	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
309	2	3	3	0	0	2	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
310	2	3	3	0	0	2	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
311	2	3	3	0	0	2	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
312	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
313	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
314	0	3	3	0	0	3	0	0	0	1	3	3	3	0	3	0	0	0	0	3	0	0	3	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
315	0	3	3	0	0	3	0	0	0	1	3	3	3	0	3	0	0	0	0	3	0	0	3	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
316	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	3	1	0	0	3	0
317	2	3	3	0	0	2	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
318	3	3	2	2	0	1	1	3	0	0	3	0	0	2	3	2	1	3	1	0	1	0	0	1	3	0	0	0	3	1	0	1	0	0	0	0	3	1	0	3	3	2	0	0	1	1	1	3	0	0	0	0	0	0	3	0	0	0	3	2	0	3	0	0
